,sim_name,method,expected_theta,theta_prom,error,est_theta_list,room.t60,mic_array.d,mic_array.position,source.position
713,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[7.0,5.0,1.0]",HT,75.964,64.61,0.00398,"[0.0, 69.94, 64.38, 59.51]",0.2,1.0,"[6, 9, 1]","[7, 5, 1]"
714,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",Classic,71.565,71.45,0.0,"[0.0, 64.61, 57.83, 91.91]",0.2,1.0,"[6, 9, 1]","[7, 6, 1]"
715,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",ROTH,71.565,58.06,0.00563,"[0.0, 64.16, 57.59, 52.43]",0.2,1.0,"[6, 9, 1]","[7, 6, 1]"
716,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",PHAT,71.565,58.06,0.00563,"[0.0, 64.16, 57.59, 52.43]",0.2,1.0,"[6, 9, 1]","[7, 6, 1]"
717,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",SCOT,71.565,58.06,0.00563,"[0.0, 64.16, 57.59, 52.43]",0.2,1.0,"[6, 9, 1]","[7, 6, 1]"
718,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",ECKART,71.565,74.127,0.0002,"[0.0, 68.19, 62.55, 91.64]",0.2,1.0,"[6, 9, 1]","[7, 6, 1]"
719,"sim_T0.20s_d1.0_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",HT,71.565,58.06,0.00563,"[0.0, 64.16, 57.59, 52.43]",0.2,1.0,"[6, 9, 1]","[7, 6, 1]"
720,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",Classic,71.565,68.483,0.00029,"[0.0, 42.0, 90.2, 73.25]",0.2,1.0,"[6, 5, 1]","[9, 8, 1]"
721,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",ROTH,71.565,55.597,0.00787,"[0.0, 41.38, 90.2, 35.21]",0.2,1.0,"[6, 5, 1]","[9, 8, 1]"
722,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",PHAT,71.565,55.597,0.00787,"[0.0, 41.38, 90.2, 35.21]",0.2,1.0,"[6, 5, 1]","[9, 8, 1]"
723,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",SCOT,71.565,55.597,0.00787,"[0.0, 41.38, 90.2, 35.21]",0.2,1.0,"[6, 5, 1]","[9, 8, 1]"
724,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",ECKART,71.565,45.25,0.02137,"[0.0, 45.55, 90.2, 0.0]",0.2,1.0,"[6, 5, 1]","[9, 8, 1]"
725,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",HT,71.565,55.597,0.00787,"[0.0, 41.38, 90.2, 35.21]",0.2,1.0,"[6, 5, 1]","[9, 8, 1]"
726,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",Classic,180.0,113.623,0.13598,"[0.0, 180.0, 90.2, 70.67]",0.2,1.0,"[6, 5, 1]","[5, 5, 1]"
727,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",ROTH,180.0,113.623,0.13598,"[0.0, 180.0, 90.2, 70.67]",0.2,1.0,"[6, 5, 1]","[5, 5, 1]"
728,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",PHAT,180.0,113.623,0.13598,"[0.0, 180.0, 90.2, 70.67]",0.2,1.0,"[6, 5, 1]","[5, 5, 1]"
729,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",SCOT,180.0,113.623,0.13598,"[0.0, 180.0, 90.2, 70.67]",0.2,1.0,"[6, 5, 1]","[5, 5, 1]"
730,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",ECKART,180.0,113.623,0.13598,"[0.0, 180.0, 90.2, 70.67]",0.2,1.0,"[6, 5, 1]","[5, 5, 1]"
731,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",HT,180.0,113.623,0.13598,"[0.0, 180.0, 90.2, 70.67]",0.2,1.0,"[6, 5, 1]","[5, 5, 1]"
732,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",Classic,161.565,93.127,0.14456,"[0.0, 114.94, 90.2, 74.24]",0.2,1.0,"[6, 5, 1]","[5, 4, 1]"
733,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",ROTH,161.565,93.127,0.14456,"[0.0, 114.94, 90.2, 74.24]",0.2,1.0,"[6, 5, 1]","[5, 4, 1]"
734,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",PHAT,161.565,93.127,0.14456,"[0.0, 114.94, 90.2, 74.24]",0.2,1.0,"[6, 5, 1]","[5, 4, 1]"
735,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",SCOT,161.565,93.127,0.14456,"[0.0, 114.94, 90.2, 74.24]",0.2,1.0,"[6, 5, 1]","[5, 4, 1]"
736,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",ECKART,161.565,92.727,0.14626,"[0.0, 113.59, 90.2, 74.39]",0.2,1.0,"[6, 5, 1]","[5, 4, 1]"
737,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",HT,161.565,93.127,0.14456,"[0.0, 114.94, 90.2, 74.24]",0.2,1.0,"[6, 5, 1]","[5, 4, 1]"
738,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",Classic,0.0,6.213,0.00119,"[0.0, 6.65, 6.65, 5.34]",0.2,1.0,"[6, 5, 1]","[7, 5, 1]"
739,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",ROTH,0.0,6.213,0.00119,"[0.0, 6.65, 6.65, 5.34]",0.2,1.0,"[6, 5, 1]","[7, 5, 1]"
740,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",PHAT,0.0,6.213,0.00119,"[0.0, 6.65, 6.65, 5.34]",0.2,1.0,"[6, 5, 1]","[7, 5, 1]"
741,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",SCOT,0.0,6.213,0.00119,"[0.0, 6.65, 6.65, 5.34]",0.2,1.0,"[6, 5, 1]","[7, 5, 1]"
742,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",ECKART,0.0,2.217,0.00015,"[0.0, 6.65, 0.0, 0.0]",0.2,1.0,"[6, 5, 1]","[7, 5, 1]"
743,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",HT,0.0,6.213,0.00119,"[0.0, 6.65, 6.65, 5.34]",0.2,1.0,"[6, 5, 1]","[7, 5, 1]"
744,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",Classic,45.0,30.433,0.00655,"[0.0, 35.45, 29.75, 26.1]",0.2,1.0,"[6, 5, 1]","[7, 6, 1]"
745,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",ROTH,45.0,30.433,0.00655,"[0.0, 35.45, 29.75, 26.1]",0.2,1.0,"[6, 5, 1]","[7, 6, 1]"
746,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",PHAT,45.0,30.433,0.00655,"[0.0, 35.45, 29.75, 26.1]",0.2,1.0,"[6, 5, 1]","[7, 6, 1]"
747,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",SCOT,45.0,30.433,0.00655,"[0.0, 35.45, 29.75, 26.1]",0.2,1.0,"[6, 5, 1]","[7, 6, 1]"
748,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",ECKART,45.0,29.053,0.00785,"[0.0, 36.15, 27.17, 23.84]",0.2,1.0,"[6, 5, 1]","[7, 6, 1]"
749,"sim_T0.20s_d1.0_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",HT,45.0,30.433,0.00655,"[0.0, 35.45, 29.75, 26.1]",0.2,1.0,"[6, 5, 1]","[7, 6, 1]"
